,Content,Video title,Video publish time,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
201,yaqrCNlCZVk,I bought these TEMU Robots so you don't have to!,"Sep 4, 2023",1650.0,90.9483,9.0,24095,4.27
202,jCZ4vdpWTPs,LEARNING PYTHON - LOOPS & VARIABLES - for Raspberry Pi Robots,"Jul 29, 2020",1638.0,137.2552,10.0,28044,3.51
203,mtfUUuBg1dw,How to setup RetroPie on Raspberry Pi 4,"Aug 14, 2023",1598.0,197.3947,11.0,32153,2.06
204,dS9YRWA-YjI,How to create Cute Robots in Fusion 360,"Apr 18, 2022",1595.0,140.0011,16.0,40564,2.39
205,CwLfz6WVSYw,Look at this walking mechanism #robotics #micropython #python #raspberrypi #3dprinting,"Mar 1, 2023",1584.0,7.6518,4.0,22742,3.32
206,q25K-KP5Qzg,Cool thing I had to share #robotics #micropython #raspberrypi,"Feb 15, 2023",1564.0,12.4062,5.0,29385,2.2
207,5_4z38F9jm4,Raspberry Pi 400 Setup for Robotics - How I setup my RPI400,"Oct 8, 2021",1553.0,54.1101,13.0,41080,1.72
208,ylZYOJ2zx8c,Build the Ultimate Birthday Card with a Raspberry Pi Pico,"Apr 23, 2023",1542.0,68.7209,10.0,31145,1.91
209,fXgVCk3UTk0,Ikea Head Lamp Hack with MicroPython,"Apr 10, 2023",1531.0,133.2887,14.0,23402,2.65
210,XVfY00ICNHQ,How to use 8x8 LED Displays with MicroPython,"Sep 4, 2023",1522.0,166.3998,4.0,79249,0.88
211,H55OOXtS7ns,How it works - LiDAR #robotics #robots #stem,"Aug 23, 2023",1516.0,9.4554,2.0,14695,3.31
212,N44u_T5aD1g,Build a Cute Humanoid Interactive Pal - CHIP!,"May 8, 2023",1505.0,197.131,4.0,35829,2.2
213,aZ-YDUX4404,How to make a robot blush #shorts,"Oct 10, 2022",1496.0,9.901,7.0,12663,5.13
214,QAooj0nuQZs,XGO CM4 Robot dog Unboxing & Live stream hangout,"Jun 26, 2023",1486.0,142.0798,7.0,22754,3.17
215, -zhc7UnzHys,Tiny QR code reader #micropython  #raspberrypi #adafruit,"Sep 8, 2023",1467.0,10.6119,1.0,13727,3.47
216,om5ACORH3f4,Game Changer? In-Depth Review of the Raspberry Pi 4's Picar-X Robot Kit!,"Nov 13, 2023",1464.0,143.9352,11.0,43275,2.36
217,H6CNmnT6kGo,How to Design PCBs with Fusion 360 in less than 1 hour,"Aug 7, 2023",1458.0,271.9593,9.0,35842,2.09
218,gamWwKwWSiA,Build Your Own AI Part 5 - Calendar Skill #Trailer,"Aug 19, 2021",1454.0,8.1409,13.0,23206,4.21
219,DEAUPOZoXn0,How to use RGB LED Strips with the Plasma 2040,"Apr 4, 2022",1444.0,188.7485,19.0,30677,2.12
220,OBAn3GVU4v0,Make your own Galactic Guitar Hero game - using a Pimoroni Galactic Unicorn,"Dec 12, 2022",1427.0,120.1521,13.0,22960,2.56
221,5C3R7VWO1Bo,Powering your projects - A quick guide,"Mar 19, 2023",1420.0,75.5158,12.0,32978,2.2
222,DbCiNEaZw9I,Pimoroni Trilobot Review - Raspberry Pi 4 powered Robot Kit,"Jan 17, 2022",1393.0,131.7636,17.0,25345,2.32
223,hzBzzvsDGLs,Unleash your creativity with Pimoroni Unicorn Pack Text Scroller & Stand,"May 23, 2022",1390.0,144.5509,18.0,29841,1.78
224, -nMNtW2SAsM,6 Raspberry Pi Terminal Hacks you need to know,"Jan 6, 2022",1389.0,85.6063,13.0,26125,2.44
225,wFvYFizRcro,How to build a no-code robot with Viam,"Jul 24, 2023",1381.0,134.5197,17.0,30111,2.38
226,Nv7j7r0Skbw,The worlds most advanced Christmas Tree Bauble,"Nov 13, 2022",1346.0,6.0583,1.0,17588,2.54
227,fs-a4uCpEO8,"SMARS SG90 Servos, PCA9685 & Arduino - Programming Robots","Jul 22, 2020",1333.0,98.0519,9.0,26763,1.71
228,OJAPQOc1RV0,Create a robot that can tweet and post to Instagram using Python,"Feb 27, 2023",1320.0,91.2706,11.0,35578,1.0
229,uqiws1eZ8og,Object Oriented Python for Robots - building Chip Part 2,"May 22, 2023",1299.0,119.7797,6.0,34853,2.12
230,GmROORq8xGE,How to build a dancing robot,"Nov 4, 2021",1297.0,34.9739,15.0,24361,2.32
231,pTGriQzuoUU,SMARS Short - How to make a Robot Dance,"Dec 1, 2020",1290.0,7.5956,6.0,12812,2.75
232,OrWB4D3J2Z4,3 Hour PICADE Unboxing - The Raspberry Pi Powered Retro Arcade Machine,"Jan 31, 2022",1289.0,171.8027,4.0,21398,3.22
233,RqoC1wNR7no,Wiring up the SMARS Electronics,"Sep 28, 2020",1281.0,117.394,8.0,17041,3.34
234,bV2sw7XBaqo,Googley Eyes that Google what they see,"Jul 31, 2023",1257.0,87.4762,7.0,20761,1.67
235,CYP3oL3Vs9o,BurgerBot V2 - How to make a Robot THAT CAN DRAW!,"Sep 26, 2022",1220.0,106.7574,14.0,24836,2.0
236,GgsZ32_MfSs,Loading the SMARS Arduino code,"Oct 5, 2020",1207.0,80.5642,11.0,16431,2.85
237,ouC5g-xY6rc,Elecfreaks micro:bit Retro Arcade review and unboxing,"Jul 3, 2023",1174.0,109.4579,4.0,23753,2.14
238,JSE3AMzu16Y,Creating IoTs using Arduino Cloud and the Nano ESP32,"Nov 6, 2023",1169.0,149.5673,6.0,31739,2.22
239,PogrzAoPVb4,Pico Bluetooth Remote Control for SMARS #2,"Jun 7, 2021",1167.0,130.6482,6.0,33500,1.53
240,JFyReh--wIQ,10 Raspberry Pi Projects you can make yourself - Raspberry Pi 10th Birthday,"Feb 28, 2022",1162.0,111.8628,11.0,22962,2.29
241,Kf-ziDjZRx0,How to make the QUAD SMARS robot Walk,"Aug 24, 2020",1153.0,57.5574,13.0,19769,3.99
242,O7gw22CKxs4,Elecfreaks Cutebot Pro Review,"Aug 28, 2023",1152.0,128.7166,7.0,25377,1.96
243,U741QL8LzZM,Raspberry Pi Pico - Tic-Tac-Toe Playing Robot: Pico-Tico,"Sep 13, 2021",1151.0,85.8535,9.0,21926,1.84
244,TBoCBz7QOYk,This Steam Punk Robot Will Blow Your Mind - Check Out What It Can Do!,"Feb 6, 2023",1139.0,116.582,15.0,23506,1.83
245,U6sQC5NMa2I,Can robots dance? #python #robotics,"Jun 3, 2023",1137.0,6.041,0.0,15201,2.42
246,5G6psAuTYT4,How to build a BurgerBot v2 - its EASIER than you think!,"Sep 28, 2022",1117.0,46.4943,6.0,27417,1.81
247,TO5B9doMss0,PicoCat UnitTesting with MicroPython,"Mar 15, 2021",1106.0,106.4633,10.0,14597,2.81
248, -hQD_SLYL8E,Build your Dream Robot Lab,"May 17, 2021",1101.0,146.6493,13.0,16007,3.76
249,Gc-znjgK-aM,OttoDIY and SMARS Robots,"Feb 18, 2021",1101.0,51.6694,22.0,14821,3.35
250,1_w_Tg-L_lE,Assemble & Code with MeArm and Pimoroni Inventor Hat on Raspberry Pi Zero W,"Jun 5, 2023",1097.0,136.7023,4.0,28884,2.01
251,sUf5sI8HJko,Lego Mindstorms Robot vs SMARS Robot,"Sep 6, 2021",1094.0,78.3949,5.0,31075,1.72
252,8oVOS6xfmkw,Build your own Ultrasonic Radar Robot - Part 1,"Nov 7, 2022",1088.0,58.6698,16.0,22693,1.95
253,KQAXO3PEE9s,Getting Started with Robotics an Introduction and overview,"Sep 7, 2020",1088.0,97.7985,50.0,17751,3.49
254,k1JKXqV2lO0,Raspberry Pi Zero 2 - Zero gets an upgrade!,"Oct 28, 2021",1088.0,50.2968,5.0,24902,2.44
255,49LEwFdFxxU,Raspberry Pi 5 announced #raspberrypi #raspberrypi5 #rpi5,"Sep 28, 2023",1078.0,4.8847,5.0,12081,1.83
256,UcEuRWKj1og,SMARS & Python: classes & object oriented programming,"Aug 12, 2020",1077.0,91.3202,11.0,22810,2.62
257,l_IoQ1KgPRE,DIY Lego Compatible Robot Parts - from just 1 Model Using Fusion 360,"Jan 24, 2022",1068.0,107.6806,12.0,24041,1.87
258,9suKw8pGe-Q,Halloween Robot Design in Fusion 360,"Oct 10, 2021",1050.0,79.8502,15.0,35758,1.32
259,Ws5DM0JhMAk,Pimoroni Breakout Garden Review,"Jan 18, 2022",1049.0,32.8256,11.0,21226,2.42
260,gJUsHlIcHdk,SMARS Mini Backpack update,"May 19, 2021",1043.0,33.565,4.0,19814,2.37
261,N-FHCdnOVBs,Who you gonna call?,"Oct 15, 2022",1037.0,3.3574,0.0,6199,1.79
262,qzTNFwcfJ5U,Build your own Ultrasonic Radar Robot - Part 3,"Nov 7, 2022",1037.0,55.2629,9.0,23473,2.29
263,5EBdj4_eJEk,Meet the Maker - Alex Glow and Companion Robots!,"Jan 10, 2022",1006.0,103.289,5.0,20084,2.28
264,ZinPFHsna2c,SMARS HC-SR07 Range Finder Arduino Programming - Sensors,"Jul 15, 2020",1005.0,73.9138,3.0,17706,1.63
265,647Zb0SYWE8,"It’s cute, but what is it?","Oct 29, 2022",994.0,3.3147,0.0,6506,2.24
266,dWBL6bewniw,Naomi's Heat-Set Inset Tool Review,"Sep 25, 2023",992.0,74.8388,1.0,17807,3.58
267,t8yl0TS4qHA,Assembling the SMARS parts & soldering,"Sep 21, 2020",989.0,102.2677,11.0,16825,2.77
268,32GXhAuXZrQ,Printing the parts of the SMARS Quad robot,"Nov 9, 2020",984.0,65.5974,10.0,19737,2.76
269,MVv8EGDg-hU,Coding for Beginners with Tinkercad,"Jan 18, 2021",979.0,67.1336,11.0,14508,2.26
270,UgdtHzUiN2o,Check Out These Mind-Blowing Projects from Makers Central 2023...,"May 22, 2023",955.0,30.1581,1.0,22722,2.61
271,UURmlI0Sru0,Can you power a #RaspberryPi #Pico using Potato’s?,"May 31, 2023",941.0,4.0082,2.0,12800,2.27
272,_CTzgIFqnZY,Will the motors actually work? - Explora Update & Design improvements,"Mar 15, 2022",934.0,19.8052,10.0,22424,1.62
273,JpG0nKY4wM4,3D Print the SMARS Parts,"Sep 14, 2020",921.0,86.595,4.0,23071,1.72
274,ZNlR79be2wU,The ultimate birthday card? #robotics #micropython #pico #raspberrypi,"Apr 24, 2023",913.0,3.4855,0.0,12943,1.44
275,_htCCMsSCbI,Learn python for SMARS robot - GIT & SOURCE CODE CONTROL,"Sep 2, 2020",909.0,31.8485,9.0,6568,10.25
276,1mj3Ja2Zj0Q,PicoCat & Fusion 360,"Feb 22, 2021",908.0,76.7884,16.0,11452,2.84
277,yyctf0D_k-M,Micropython Robot - Cutebot review,"Oct 31, 2022",905.0,99.8,1.0,24024,1.76
278,I-Z9OiFS-D0,Ghostbusters Wifi Scanner #short,"Jul 16, 2022",903.0,8.2452,2.0,16732,2.31
279,Px_sNAxxpzA,Which board should you use?,"Aug 16, 2021",893.0,170.6885,6.0,21347,2.05
280,304YCIk58MU,Merlins Cave - a Pico and MicroPython Adventure,"Jun 1, 2021",885.0,42.616,4.0,19137,2.47
281,ePNwZ3erx9M,We broke Eben! #raspberrypi5 #raspberrypi #rpi5,"Sep 28, 2023",885.0,4.1288,0.0,10113,2.84
282,V2ZCbxGvIaA,Cyberdog Walkabout #Short,"Sep 10, 2022",876.0,9.6492,1.0,18689,2.83
283,giWluBwmIno,Bittle Robotic Dog Unboxing and Review,"Feb 12, 2023",875.0,219.0697,2.0,19855,2.34
284,ByF2tICm3IM,Paper SMARS - a robot you can print,"Apr 12, 2021",873.0,59.803,7.0,17968,2.4
285,D-u7sADEky0,Learn ROS with me Part 4b - I fixed the bug!,"Jan 22, 2023",853.0,15.1128,2.0,18275,2.4
286,8PZ9_EAaVD8,Pimoroni Inventor Hat Mini Review,"Apr 24, 2023",851.0,97.4318,-2.0,23025,2.05
287,ds_ItsiosH0,PCB Fabrication - making a Bluetooth Remote Control,"Aug 21, 2023",848.0,93.6523,2.0,24420,1.92
288,J8OI8z_BWtk,Face detection Companion Bot - with Trilobot,"Jan 31, 2022",836.0,76.5525,11.0,19533,1.88
289,T2bGMwvrSYI,Robot Lab upgrades - for all the dangerous things,"Sep 30, 2023",823.0,8.5354,2.0,15988,2.61
290,vyWWRnmqPjU,Three AIs walk into a bar… #raspberrypico #micropython #chatgpt,"Apr 5, 2023",817.0,3.7847,0.0,7960,2.2
291,6IQ3afUBWTs,LEARNING PYTHON - FILES & DATA STRUCTURES - for Raspberry Pi Robots,"Aug 2, 2020",806.0,55.6964,10.0,26351,1.91
292,lcswSr9R_Cc,How to make Music and Sound with the Arduino,"Jan 4, 2021",801.0,38.5753,13.0,8153,1.96
293,hDUJo88u-rw,Face Detection with OpenCV (SOUND AND VIDEO OUT OF SYNC),"Nov 30, 2020",758.0,32.9969,12.0,16762,1.31
294,7eabLgOfTt8,SMARS Fusion 360 Design - Tracks,"Jul 8, 2020",752.0,54.0728,8.0,17136,1.95
295,zO6VqaopWLQ,How many robots do I have?? 🤖🔥#shorts,"Oct 30, 2022",744.0,4.2008,1.0,6710,2.31
296,lh_kwV21Tio,SMARS Fusion 360 Design - Wheels,"Jul 4, 2020",740.0,58.9212,9.0,17877,1.63
297,aUqe8S0VR0M,Build your own Ultrasonic Radar Robot - Part 2,"Nov 7, 2022",737.0,24.0482,8.0,19831,1.64
298,MGqCdRVqWBY,Pico Remote Control for SMARS,"May 24, 2021",734.0,71.484,7.0,13652,2.68
299,7-_CPvBrxT0,SMARSLab - a SMARS Python Web Interface,"Nov 23, 2020",729.0,72.8926,7.0,17068,2.16
300,ryh9AlbqUgA,Making the worlds most over-engineered Christmas Tree Bauble LIVESTREAM,"Nov 14, 2022",727.0,71.3857,4.0,27922,1.06
301,PO-ZhQJOB44,Raspberry Pi Camera Module design in Fusion 360 for SMARS Quad,"Dec 14, 2020",712.0,46.9214,9.0,14619,1.79
302,HqSl4jSU4vw,2023 - Project Updates,"Apr 17, 2023",697.0,135.1703,3.0,21760,1.75
303,8fCqkJkxruU,What does a robot see? Let’s find out! 🤖👀 #robotics #micropython #python #raspberrypi,"Feb 8, 2023",672.0,3.3033,0.0,9999,0.68
304,5CgsPxhGR5Y,Cyberdog - RGB LED Coat for my Dog - part 1,"Sep 2, 2022",664.0,8.102,1.0,25144,1.64
305,h7M5azMXIYA,Meet the Maker - James Bruton,"Feb 13, 2022",655.0,64.5135,4.0,22077,1.25
306,Rlrm1Jcppeg,How do you prepare for Pancake day? #robotics #micropython #raspberrypi,"Feb 16, 2023",654.0,2.0942,1.0,7297,1.59
307,AZxjzK2a4fE,What is Chat GPT 4? #python #robotics #ai,"Mar 15, 2023",650.0,3.6773,0.0,16947,0.67
308,_FK4afSG5fA,Cyberdog Coat Build and Test - Did it work?,"Sep 12, 2022",649.0,62.2648,0.0,19351,1.77
309,eDvpRmfa6nU,Everything that went wrong so far - Bubo Build Diary,"Feb 1, 2023",649.0,25.5891,9.0,24334,1.22
310,Ho71zusYenE,Work in progress - worlds most over-engineered Christmas tree bauble,"Nov 12, 2022",638.0,2.652,0.0,9748,2.38
311,jnmt93d8R1M,Do robot bunny’s have fluffy tails? #shorts,"Oct 16, 2022",634.0,1.6942,1.0,7687,1.48
312,YnY_E_rM4Zs,What dis? Bubo is ready for Makers Central! #robotics #micropython #raspberrypi,"May 10, 2023",633.0,1.9203,0.0,9561,1.89
313,UT8yIdwu0bc,SMARS Bluetooth Remote Control - Stunts!,"Jul 19, 2020",630.0,5.8639,1.0,8831,3.45
314,GVE5b1hEXZU,TwitcherPi Part 2 - Creating a Web API with Flask and MongoDB,"Jan 3, 2022",620.0,77.5014,8.0,18478,1.63
315,X2XaSo_nRVE,We are the Robots! Here are a couple of builds from my robot lab. #shorts,"Oct 3, 2022",611.0,3.6536,1.0,13691,1.31
316,OpYhT4lBcVs,How Many Robots did I build in 2021?,"Dec 20, 2021",600.0,49.2341,2.0,16005,2.27
317,i-0aZntqxUo,PicoCat & Fusion 360 #2,"Mar 1, 2021",594.0,58.8443,8.0,22372,1.19
318,M088p-xqzzw,Automate with Ansible - Clustered-Pi Part 3,"Dec 6, 2021",592.0,91.5215,5.0,18671,1.41
319,BC90ZJPgmno,Teaser - Every Sunday at 7pm,"Sep 10, 2020",589.0,3.861,5.0,15368,0.83
320,mBlP0uvieys,Make bluetooth racing robots with SMARS,"Dec 28, 2020",583.0,54.5135,11.0,11278,2.85
321,6vmocW8bLR0,Moving from Arduino to MicroPython - livestream (had to stop due to streaming issues),"Jun 21, 2021",580.0,81.2824,8.0,13890,2.2
322,Jy02ApzvyDM,Meet the Maker - Simon Monk of MonkMakes,"Oct 17, 2021",578.0,89.729,5.0,21994,1.36
323,-566dThsGJw,SMARS Quad Morse Code #Shorts,"Jun 12, 2021",543.0,2.7687,1.0,9090,1.61
324,oDRjlZeG4aY,I found this footage - are these Backroom Bots?,"Dec 22, 2022",538.0,3.4328,2.0,7307,1.74
325,ONg3rSCnflw,Periodic Table of Robotics - Part 1 Building the Page,"Feb 7, 2022",513.0,48.5773,0.0,20114,1.34
326,bHOi_JGL0QE,What is a Robot?,"Apr 5, 2021",510.0,52.2041,8.0,17442,0.89
327,g5rXZpoJ_9Q,"So many things to review - the Smart CuteBot, Arducam TOF, Pimoroni Pico System, Maker & Seeed stuff","Oct 4, 2022",507.0,1.987,1.0,9000,2.02
328,4miMrD0y_-M,SMARSLab - for Quad Walking Robots,"Jun 14, 2021",506.0,60.4206,3.0,22125,1.25
329,R5G8xHwR0tg,CuteBot! #shorts,"Oct 31, 2022",486.0,1.4358,1.0,6672,1.84
330,DNc7M8EKxyM,Look what I found! #starwars #robots #c3po,"Oct 4, 2023",475.0,3.4833,0.0,6954,1.61
331,UlY00Het18M,Building the worlds most advanced Christmas Tree Bauble - Part 1,"Nov 14, 2022",450.0,16.0163,3.0,21741,0.69
332,ST9fSDYQWQ8,Meet the Maker - meet Liz Clark from BlitzCityDIY,"Nov 7, 2021",437.0,48.2435,5.0,15429,1.09
333,9giwlaVupUs,Why YOU should use Jupyter Labs for Robotics,"Jan 10, 2021",436.0,53.7568,11.0,8378,2.55
334,iD_FUTohnIQ,"Meet the Maker - Camilo Parra Palacio, OttoDIY","Sep 26, 2021",431.0,29.7117,6.0,23081,0.94
335,zW1Z0Xi_v6I,SMARS Fusion 360 Design - HC-SR07 Range Finder,"Jul 6, 2020",429.0,30.3076,4.0,15170,1.36
336,IEiJ2JUcClI,5000 Subscriber show & Post Raspberry Pi Event Catchup,"Mar 7, 2022",425.0,77.4437,2.0,18605,1.16
337,ij1zMzfsl74,Building the worlds most advanced Christmas Tree Bauble - Part 2,"Nov 14, 2022",410.0,13.5136,2.0,24201,0.58
338,PiTjmUsJDc0,Thank You!,"Mar 6, 2022",395.0,2.613,6.0,17879,1.26
339,Q7XZ5F2I0Lk,Spring 2021 - Project Update,"Apr 26, 2021",394.0,43.784,2.0,10441,1.99
340,dFQ18C_grQY,SMARS Dumper Truck Trailer,"May 21, 2021",390.0,13.8721,2.0,12808,1.43
341,Cbg0Bmciu3U,Halloween Robots - Part 2: Arduino Line Following Bots,"Nov 1, 2021",372.0,29.5274,4.0,26182,0.74
342,S1SY5YvBLTQ,Boxing Day Unboxing - New Robot for the Robot Lab,"Dec 27, 2021",363.0,29.3918,1.0,16110,1.32
343,vJjM7JmY72E,GY-271 Soldering and 3d printing a module to fit it to a SMARS Robot,"Jul 17, 2020",354.0,6.6464,0.0,13873,1.23
344,I8WZ7ZEsHjM,Building the worlds most advanced Christmas Tree Bauble - Part 4,"Nov 14, 2022",348.0,7.3097,-2.0,18023,0.45
345,mCu9yL65rNs,SMARS Fusion 360 Design - Motor Holder,"Jul 11, 2020",343.0,24.6599,3.0,15100,1.09
346,Irz5Y5LSG_E,"Getting to Grips with InMoov,  Arm Update","Dec 17, 2020",333.0,8.1537,2.0,8420,2.03
347,HRHpF9FNPLI,1000 Subscribers video - #Makeitcount,"Apr 13, 2021",297.0,5.5764,6.0,9654,1.31
348,abACCW056xs,10K - Thank you.,"Sep 22, 2022",295.0,2.3425,7.0,19728,0.89
349,__Y4J8-t89o,"Minnie likes Chip tune music, specifically Robocop for the ZX Spectrum 128k","Feb 1, 2022",292.0,2.8005,2.0,16448,0.95
350,pkXVYTFFwkU,SMARS next steps & recap,"Oct 11, 2020",263.0,16.513,5.0,5862,2.06
351,R9eihHOKTUg,Building the worlds most advanced Christmas Tree Bauble - Part 3,"Nov 14, 2022",252.0,5.7913,0.0,19373,0.24
352,FNSrCTT-UW8,SG90 Servos - Teaser,"Jul 21, 2020",249.0,1.7383,0.0,7256,2.21
353,lAE1HZFvv_k,My top 10 Programming tips for coding SMARS Robots,"Jul 22, 2020",244.0,6.9509,2.0,6433,2.11
354,XeRW6tWKyxI,Hewenden Viaduct,"Aug 10, 2017",214.0,5.7664,1.0,729,10.01
355,JMGLmKEsBlg,MacBook Pro M1 unboxing,"Nov 26, 2020",175.0,8.9059,2.0,4565,2.3
356,9DGQenB0p9w,What the f,"Sep 20, 2011",164.0,0.8701,0.0,121,12.4
357,1K0zIK3mZD0,Barn Dance,"Jun 20, 2010",142.0,1.513,0.0,203,0.49
358,wzLHPst7FSs,SMARS Quad robot build-along - Overview and 3d printing the parts,"Oct 18, 2020",137.0,0.3305,2.0,620,4.19
359,wOOAExrpSxY,"Raspberry Pi Pico, OpenCat and MicroPython - Servo Easing - Part 1",,130.0,7.6133,2.0,1361,3.97
360,O8R1fNZtiTM,Raspberry Pi Camera Module design in Fusion 360 for SMARS Quad,,123.0,6.3899,3.0,6730,0.7
361,bx7ew0zvuLg,ESP32CAM For Robotics - Trailer,,122.0,0.8746,0.0,203,7.39
362,2JIjBZblNb4,What is she thinking? #shorts,"Oct 18, 2022",103.0,0.3251,0.0,2021,2.62
363,Kn5wkgfe4Ws,Helicopter Shenanigans In Trafalgar Square,"Mar 22, 2012",91.0,0.6763,0.0,108,6.48
364,N0yeu8MgpcM,Hi I'm Alex!,"Aug 27, 2007",90.0,0.0494,0.0,239,1.67
365,PdMYUQiiKDI,Wiggle bottom,"Aug 22, 2010",90.0,0.243,0.0,159,6.29
366,RaM6pgApz3o,Kittens,"Jan 30, 2011",90.0,0.8195,0.0,40,0.0
367,SIZZPesJ2Uo,"Raspberry Pi Pico, OpenCat and MicroPython - Servo Easing - Part 2",,82.0,10.784,1.0,1244,2.81
368,jEsfa1RS2iE,Getting Started with Robotics Teaser,"Sep 5, 2020",82.0,0.4765,1.0,4895,0.92
369,DNu82dLUxVU,The Witches Tower,"Aug 5, 2017",71.0,2.326,0.0,325,4.62
370,ChsyMt2xhP4,The Cheese Monster,"Feb 13, 2011",63.0,0.5369,0.0,129,2.33
371,4vewBJDcrvI,ROS Part 1 - Trailer,,62.0,0.4901,0.0,2,0.0
372,fLnfpUxI4B8,Scout Road 2017,"Aug 10, 2017",61.0,1.5311,0.0,435,7.13
373,78-gEf4Dmtk,The Beast,"Jun 6, 2015",59.0,0.6971,0.0,154,2.6
374,wThvukGYoss,Getting Started with Robotics - Part 1,"Sep 6, 2020",59.0,0.3777,0.0,166,3.01
375,degTqv4F68A,Police Squad,"Mar 29, 2015",53.0,1.0298,0.0,352,1.14
376,PnMPyC4Qv6o,Bolton to Belmont,"Mar 28, 2015",51.0,2.7988,0.0,121,6.61
377,YO5eqbuxKTo,First Drone Flight,"Aug 4, 2017",51.0,2.0644,0.0,160,4.38
378,w5Hz-nbxGco,Alex rocker,"Jun 5, 2010",51.0,0.005,0.0,188,0.0
379,lFL1RrC1c5M,St Ives,"Sep 8, 2010",50.0,0.2622,0.0,40,5.0
380,CNBpCRap8MA,Alton towers,"Sep 9, 2010",49.0,0.2093,0.0,34,2.94
381,st42a948T8U,Make your own Arduino Trailer,,49.0,0.2629,0.0,24,87.5
382,79Xl4Ivty0Y,The Boatyard Inn,"Aug 9, 2017",45.0,0.5294,0.0,326,3.68
383,W_b9seTSAYg,Annabelle dancing,"Mar 6, 2010",41.0,0.103,0.0,65,1.54
384,eS0Mrsr5YfI,Alex's Minecraft Adventure,,41.0,0.5743,0.0,0,
385,0GZZXqSi6kE,Kayaking Windermere 2017,"Jun 10, 2018",40.0,1.6296,0.0,502,4.78
386,IGjI5Epf1-A,Mentos and diet coke,"Apr 15, 2010",39.0,0.1654,0.0,39,5.13
387,xedc6jf4C6E,Will Elon Musks robot take over the world?,"Oct 19, 2022",37.0,0.0487,0.0,604,3.64
388,tIzdjKqBJx0,Talking Tom,"Aug 29, 2010",35.0,0.0721,0.0,237,0.84
389,GqmF6dBGEdc,IT Support Room,"Feb 4, 2012",33.0,0.0755,0.0,68,4.41
390,jrDsq-pzl_4,River rapids,"Aug 31, 2010",33.0,0.0892,0.0,45,0.0
391, -TJUDPDILjc,Channel Trailer,,31.0,0.2578,1.0,21,0.0
392,vuLA_1RKul8,Lokulus' Got Talent,,29.0,0.6969,0.0,19,5.26
393,4LWv7Esqsmw,The Rocket,"Aug 7, 2017",27.0,0.4038,0.0,182,1.65
394,f2bcwnQpug4,Timelapse,"Mar 27, 2015",26.0,0.1267,0.0,114,0.0
395,tpFojgqUg3U,Kitten wool slow motion,"Sep 23, 2013",25.0,0.0398,0.0,80,1.25
396,RWTlcOIwyP0,Epic Selfie,"Aug 12, 2017",23.0,0.204,0.0,195,6.67
397,fPuQ2nIlPgY,Scuba Diving in Bouley Bay - Short Clip,,23.0,0.7494,0.0,9,11.11
398,M_AF6caRKJQ,A Day in the Life,"Apr 24, 2017",22.0,0.5507,0.0,203,2.96
399,YbPyqqjhBig,Frankie hydrotherapy,"Dec 21, 2015",22.0,0.1281,0.0,185,2.16
400,dej7LNdfb3s,Mum and dads 40th anniversary,"May 22, 2010",22.0,0.043,0.0,26,0.0
401,FkRWqoW1RL4,Frankie and spot,"Mar 7, 2010",20.0,0.0631,0.0,34,0.0
402,ZwI_AQ4TsxU,Porthleven,"Jun 25, 2010",20.0,0.0051,0.0,34,0.0
403,dvf_ak2O68A,Top of the Rock Youtube,"Jun 6, 2015",20.0,0.1591,0.0,130,0.0
404,7vpCqrN8mIg,Alton towers bungie,"Sep 8, 2010",19.0,0.0599,0.0,37,5.41
405,DyEfaZckglo,Talking Harry the Hedgehog,"Sep 18, 2010",18.0,0.0203,0.0,79,1.27
406,rFLiPSUI0uM,Dame and Alex,,15.0,0.0938,0.0,0,
407,EF_IC-XY5Q0,PCBWay Sponsor Segment Draft,,13.0,0.2647,0.0,0,
408,gkhpY4puouE,Ocean Sunset,"Aug 23, 2017",13.0,0.1583,0.0,164,2.44
409,2a2q_PABCCE,Lytham Windmill,"Aug 9, 2017",12.0,0.1634,0.0,1,0.0
410,MRXfgbqbwhs,Frankies Walk,"Mar 23, 2015",12.0,0.1825,0.0,56,0.0
411,5TvBck3g5K0,Frankies Swim,"Mar 23, 2015",11.0,0.2714,0.0,67,0.0
412,G-QN2PZG_QE,My hangout,"Feb 13, 2014",11.0,0.0287,0.0,186,0.54
413,IQqvghRzew4,Lokulus's Got Talent,,9.0,0.1462,0.0,22,4.55
414,PhJ2MTDpjIk,Live Stream,,9.0,0.4333,0.0,59,6.78
415,ALxS0qDpteU,Kayaking,,8.0,0.3863,0.0,0,
416,Snz2k_RtKGM,Scuba Diving in Bouley Bay,,8.0,1.6588,0.0,8,0.0
417,7KmfW6iMZEg,Tape 016,,7.0,0.1885,0.0,0,
418,82C5gbUtUtM,Good Friday HD 1080p,"Apr 4, 2015",7.0,0.2895,0.0,0,
419,KIQLL4r2zFo,SMARS - Quad Robot walking,,7.0,0.0489,0.0,4,0.0
420,UoS59sum5YI,G Man,"Mar 25, 2015",7.0,0.0102,0.0,48,0.0
421,DatXuidteyo,Tape 020 Part 2,"Sep 9, 2016",6.0,0.0907,0.0,214,0.0
422,TaEl-l92YHM,Tape 030 1,,5.0,0.1024,0.0,0,
423,dsZk4WB0xBA,Tape 019 Part 2,,5.0,0.0038,0.0,0,
